م,اسم المنافسة,الجهة,الرقم المرجعي,مدة العقد,الشركة,المتبقي لإغلاق المنافسة,التصنيف,تاريخ النشر,تاريخ تسجيل الفرصة,تاريخ إغلاق المنافسة,نشاط المنافسة,مبلغ التقديم,شركة الترسية المشروع عليها,قيمة الترسية,,,,,,,,,,,,,,,,,,
1404,توريد وتركيب أجهزة مركز الأمير سلطان بن عبدالعزيز للأبحاث البيئية واستدامة الموارد الطبيعية بجامعة الملك خالد,جامعة الملك خالد,250839001216,24 شهر,,-72,فرص - لم يتم ترشيحها,06-Aug-25,31-Aug-25,09-Sep-25,تجارة الأدوات والآلات والأجهزة,,,,,,,,,,,,,,,,,,,,,
1405,توريد اشجار جهنمية احتياج قسم الزراعه,أمانة منطقة الحدود الشمالية,250839015953,20 يوم,البيئة,-65,لم يتم التقديم,31-Aug-25,01-Sep-25,16-Sep-25,"تجارة الحاصلات الزراعية
أنشطة زراعية",,,,,,,,,,,,,,,,,,,,,
1406,مشروع تعزيز المظهر الحضري بطريق الملك فهد بمدينة حائل,أمانة منطقة حائل,250839011394,1095 يوم,المقاولات,-53,لن يتم التقديم,31-Aug-25,01-Sep-25,28-Sep-25,"إمدادات الكهرباء والغاز والمياه والبخار وتكييف الهواء
أنشطة زراعية",,,,,,,,,,,,,,,,,,,,,
1407,تامين اسمدة لصيانة الحدائق والمسطحات الخضراء بروضة هباس والقري التابعة لها,أمانة منطقة الحدود الشمالية,250839014615,10 يوم,البيئة,-70,لم يتم التقديم,26-Aug-25,01-Sep-25,11-Sep-25,أنشطة زراعية,,,,,,,,,,,,,,,,,,,,,
1408,نقل النفايات والمخلفات الزراعية والبناء لمجمع الملك فهد لطباعة المصحف الشريف بالمدينة المنورة,وزارة الشـؤون الاسلامية والدعوة والارشاد,250839016540,4 شهر,,-74,فرص - لم يتم ترشيحها,01-Sep-25,01-Sep-25,07-Sep-25,الخدمات البيئية,,,,,,,,,,,,,,,,,,,,,
1409,نقل النفايات والمخلفات الزراعية والبناء في مجمع الملك فهد لطباعة المصحف الشريف بالمدينة المنورة,وزارة الشـؤون الاسلامية والدعوة والارشاد,250839006872,3 سنة,الاستدامة,-65,لن يتم التقديم,31-Aug-25,01-Sep-25,16-Sep-25,الخدمات البيئية,,,,,,,,,,,,,,,,,,,,,
1410,تامين استخراج تصريح الالتزام البيئي المراكز الصحية بالقطيف,تجمع الشرقية الصحي,250839012949,30 يوم,,-75,فرص - لم يتم ترشيحها,31-Aug-25,01-Sep-25,06-Sep-25,الخدمات البيئية,,,,,,,,,,,,,,,,,,,,,
1411,طلب تامين تصريح البيئي لمستشفى القطيف المركزي,تجمع الشرقية الصحي,250839016564,30 يوم,,-75,فرص - لم يتم ترشيحها,31-Aug-25,01-Sep-25,06-Sep-25,الخدمات البيئية,,,,,,,,,,,,,,,,,,,,,
1412,تشغيل وتطوير مركز نظم المعلومات الجيومكانية لأمانة منطقة تبوك,أمانة منطقة تبوك,250839006279,36 شهر,حلول الأبعاد,-65,تم التقديم - رفض العرض الفني,31-Aug-25,01-Sep-25,16-Sep-25,الأنشطة الاستشارية الأخرى,"8,239,750.54",,,,,,,,,,,,,,,,,,,,
1413,انشاء وتجهيز مبنى قيادة قوة طريف,القوات البرية,250839008904,240 يوم,المقاولات,-53,تم التقديم - فتح العروض المالية,28-Aug-25,02-Sep-25,28-Sep-25,"مقاولات عامة للمباني (الانشاء، الإصلاح، الهدم، الترميم)","12,632,308.40",,,,,,,,,,,,,,,,,,,,
1414,استكمال سور وتجهيز مبنىى مختبر البلدية,أمانة منطقة الحدود الشمالية,250839016108,180 يوم,,-66,فرص - لم يتم ترشيحها,28-Aug-25,02-Sep-25,15-Sep-25,"مقاولات عامة للمباني (الانشاء، الإصلاح، الهدم، الترميم)",,,,,,,,,,,,,,,,,,,,,
1415,الرفع المساحي لمبنى فرع الوزارة بمدينة الظهران,وزارة الطاقة,250839016126,30 يوم,,-74,فرص - لم يتم ترشيحها,31-Aug-25,02-Sep-25,07-Sep-25,انشطة الاستشارات الهندسية - تصميم,,,,,,,,,,,,,,,,,,,,,
1416,انشاء مراكز انطلاق اعمال الوقاية والمكافحة والاستكشاف لمنطقة عسير والمنطقة الشرقية,المركز الوطني للوقاية من الآفات والامراض الحيوانية ومكافحتها,250839009843,12 شهر,المقاولات,-55,لن يتم التقديم,26-Aug-25,02-Sep-25,26-Sep-25,مقاولات الإنشاءات العامة (التشييد و بناء المرافق العامة) - إنشاء الطرق,,,,,,,,,,,,,,,,,,,,,
1417,معالجة وإتلاف المواد الخطرة والغير الخطرة بميناء جدة الإسلامي,ميناء جدة الاسلامي,250839010853,1 سنة,الاستدامة,-63,لم يتم التقديم,02-Sep-25,04-Sep-25,18-Sep-25,الخدمات البيئية,,,,,,,,,,,,,,,,,,,,,
1418,اتفاقية اطارية لتوريد المستلزمات البيطرية,نادي سباقات الخيل,250939002183,2 سنة,البيطرة,-62,لم يتم التقديم,03-Sep-25,04-Sep-25,19-Sep-25,أنشطة بيطرية,,,,,,,,,,,,,,,,,,,,,
1419,توريد ادويه ولقاحات بيطريه ومستلزمات رعايه حيوانات لمراكز الاكثار ووحدة الايواء,المركز الوطني لتنمية الحياة الفطرية,250939003227,3 سنة,البيطرة,-57,لن يتم التقديم,08-Sep-25,09-Sep-25,24-Sep-25,"مستودعات الادوية والصيدليات - المستلزمات الطبية
أنشطة بيطرية",,,,,,,,,,,,,,,,,,,,,
1420,قياس ومتابعة وتحليل المستويات الاشعاعية والبيئية بمرفق إدارة النفايات المشعة التابع المدينة الملك عبد الله للطاقة الذرية والمتجددة في الخاصرة,مدينة الملك عبدالله للطاقة الذرية والمتجددة,250839013279,36 شهر,الاستدامة,-49,تم التقديم - رفض العرض الفني,07-Sep-25,09-Sep-25,02-Oct-25,الخدمات البيئية,"8,995,300.00",,,,,,,,,,,,,,,,,,,,
1421,مشروع إنشاء طريق اسفلت المؤدي لمركز الزاوية الواقع بالطبيق في محمية الملك سلمان بن عبد العزيز الملكية,محمية الملك سلمان بن عبدالعزيز,250839016886,6 شهر,المقاولات,-49,لن يتم التقديم,01-Sep-25,09-Sep-25,02-Oct-25,مقاولات الإنشاءات العامة (التشييد و بناء المرافق العامة) - إنشاء الطرق,,,,,,,,,,,,,,,,,,,,,
1422,(OLFA) Animal Mobile Clinic,Aramco,,7 شهر,البيطرة,-65,تم الترسية,,,16-Sep-25,,"21,434,851.15",,,,,,,,,,,,,,,,,,,,
1423,تامين أجهزة ومعدات الامن الحيوي,المركز الوطني لتنمية الحياة الفطرية,250839016955,3 سنة,البيطرة,-57,لن يتم التقديم,08-Sep-25,09-Sep-25,24-Sep-25,الأنشطة الطبية,,,,,,,,,,,,,,,,,,,,,
1424,مشروع مكافحة آفات الصحة العامه بأبها والبلديات التابعة لها,أمانة منطقة عسير,250939001165,1080 يوم,البيطرة,-41,لن يتم التقديم,09-Sep-25,10-Sep-25,10-Oct-25,الخدمات البيئية,,,,,,,,,,,,,,,,,,,,,
1425,اعمال سحب مياه الصرف الصحي من ادارة الدفاع المدني بمحافظة رابغ,ادارة الشؤون الفنية المركزية بمنطقة مكة المكرمة,250839016482,150 يوم,,-56,فرص - لم يتم ترشيحها,09-Sep-25,10-Sep-25,25-Sep-25,الخدمات البيئية,,,,,,,,,,,,,,,,,,,,,
1426,مشروع المختبر الحشري,أمانة منطقة عسير,250939001166,24 شهر,البيطرة,-41,لن يتم التقديم,09-Sep-25,10-Sep-25,10-Oct-25,التشغيل والصيانة والنظافة للمنشآت - التشغيل والصيانة,,,,,,,,,,,,,,,,,,,,,
1427,توريد مواد ري لقسم الخدمات العامة بقاعدة الملك سلمان للإسناد البحري,القوات البحرية,250939006271,5 يوم,,-64,فرص - لم يتم ترشيحها,10-Sep-25,10-Sep-25,17-Sep-25,تجارة الحاصلات الزراعية,,,,,,,,,,,,,,,,,,,,,
1428,مشروع نظافة وجمع ونقل النفايات لمراكز وقرى جنوب المحافظة,بلدية محافظة المندق,250839012239,1095 يوم,الاستدامة,-53,لم يتم التقديم,25-Aug-25,10-Sep-25,28-Sep-25,التشغيل والصيانة والنظافة للمنشآت - التشغيل وصيانة الطرق,,,,,,,,,,,,,,,,,,,,,
1429,تقديم خدمات الطهي والتخديم لمنسوبي القوات الخاصة للأمن البيئي في (محمية الملك عبدالعزيز الملكية ومحمية الملك خالد الملكية ومحمية الامام عبدالعزيز بن محمد الملكية ومحمية الوعول ومحمية الأمام فيصل بن تركي ومحمية بني معارض ومحمية الامام سعود بن عبدالعزيز الملكية )وتقديم الوجبات المطهية للموقوفين في(قيادة منطقة الرياض /قيادة منطقة عسير /قيادة منطقة مكة المكرمة ),القوات الخاصة للأمن البيئي,250539004251,36 شهر,البيئة,-60,لم يتم التقديم - لم يتم استلام العرض,18-Aug-25,10-Sep-25,21-Sep-25,أنشطة المطاعم وخدمات التموين,,,,,,,,,,,,,,,,,,,,,
1430,تشغيل وصيانة الشبكة الهيدرولوجية وآبار المراقبة في المملكة,وزارة البيئة والمياه والزراعة,250739013226,36 شهر,المقاولات,-42,لن يتم التقديم,08-Sep-25,10-Sep-25,09-Oct-25,التشغيل والصيانة والنظافة للمنشآت - التشغيل والصيانة,,,,,,,,,,,,,,,,,,,,,
1431,تشغيل وصيانة مفرخة أبو علي بالمنطقة الشرقية,وزارة البيئة والمياه والزراعة,250839009102,18 شهر,البيئة,-63,تم التقديم - رفض العرض الفني,18-Aug-25,,18-Sep-25,التشغيل والصيانة والنظافة للمنشآت - التشغيل والصيانة," 16,864,888.00 ",,,,,,,,,,,,,,,,,,,,
1432,الخدمات التشغيلية للرقابة والامتثال,الهيئة السعودية للمياه,250939004365,15 شهر,الاستدامة,-58,تم التقديم - رفض العرض الفني,07-Sep-25,11-Sep-25,23-Sep-25,الخدمات البيئية,"2,549,205",,,,,,,,,,,,,,,,,,,,
1433,تأمين أسمدة ونباتات زراعية لزوم فرع الغربية,قوات الدفاع الجوي,250839004312,7 يوم,البيئة,-55,لن يتم التقديم,10-Sep-25,11-Sep-25,26-Sep-25,أنشطة زراعية,,,,,,,,,,,,,,,,,,,,,
1434,قطع غيار لصيانة محطات الرصد المساحي (اعادة طرح),الادارة العامة لمشروع ينبع,250739017168,90 يوم,حلول الأبعاد,-56,لن يتم التقديم,07-Sep-25,11-Sep-25,25-Sep-25,"تجارة الأدوات والآلات والأجهزة
تجارة قطع الغيار الجديدة",,,,,,,,,,,,,,,,,,,,,
1435,توريد واستبدال ثيل طبيعي لبعض المواقع في الفويلق,بلدية الفويلق,250939007131,30 يوم,البيئة,-54,لن يتم التقديم,11-Sep-25,11-Sep-25,27-Sep-25,أنشطة زراعية,,,,,,,,,,,,,,,,,,,,,
1436,صيانة الحدائق والمزروعات,أمانة منطقة الرياض,250939007353,30 يوم,البيئة,-54,لن يتم التقديم,10-Sep-25,11-Sep-25,27-Sep-25,أنشطة زراعية,,,,,,,,,,,,,,,,,,,,,
1437,إعادة تأهيل وتعميق وتنظيف آبار مدينة بريدة (مرحلة ثانية),أمانة منطقة القصيم,250839014165,360 يوم,المقاولات,-56,لن يتم التقديم,09-Sep-25,11-Sep-25,25-Sep-25,أنشطة زراعية,,,,,,,,,,,,,,,,,,,,,
1438,معالجة ونزح مياه الصرف الصحي في مركز الايواء,المركز الوطني لتنمية الحياة الفطرية,250939007158,3 سنة,المقاولات,-55,لن يتم التقديم,10-Sep-25,11-Sep-25,26-Sep-25,الخدمات البيئية,,,,,,,,,,,,,,,,,,,,,
1439,توريد رخصة برنامج نمذجة جيولوجية وجيوفيزيائية متكاملة للبيانات الجيوفيزيائية أحادية و ثنائية وثلاثية الابعاد,هيئة المساحة الجيولوجية السعودية,250839011298,1 شهر,حلول الأبعاد,-57,لن يتم التقديم,08-Sep-25,11-Sep-25,24-Sep-25,تقنية المعلومات,,,,,,,,,,,,,,,,,,,,,
1440,"Seabed Morphology, Coral and Benthic Habitats in Masturah Marina",NEOM,1100019537,شهرين,,-45981,فرص انتهى وقت التقديم لها,,,,,,,,,,,,,,,,,,,,,,,,,
1441,مشروع ترميم مركز الإستطلاع البحري بقيادة القوات البحرية,القوات البحرية,250939007589,60 يوم,المقاولات,-52,لن يتم التقديم,11-Sep-25,11-Sep-25,29-Sep-25,"مقاولات عامة للمباني (الانشاء، الإصلاح، الهدم، الترميم)",,,,,,,,,,,,,,,,,,,,,
1442,اعادة تأهيل مستودعات بطيران القوات البرية ,القوات البرية,250939005558,540 يوم,المقاولات,-37,لن يتم التقديم,08-Sep-25,11-Sep-25,14-Oct-25,"مقاولات عامة للمباني (الانشاء، الإصلاح، الهدم، الترميم)",,,,,,,,,,,,,,,,,,,,,
1443,"واجهة تطبيقية وقاعدة بيانات للأودية والشعاب وأحرامها في المملكة العربية السعودية – مشروع ""وديان""",هيئة المساحة الجيولوجية السعودية,250839008309,4 سنة,حلول الأبعاد,-42,تم التقديم,08-Sep-25,14-Sep-25,09-Oct-25,"الإتصالات
تقنية المعلومات",انتظار ملفات التقديم,,,,,,,,,,,,,,,,,,,,
1444,توريد ادويه ولقاحات بيطريه ومستلزمات رعايه حيوانات لمراكز الاكثار ووحدة الايواء,المركز الوطني لتنمية الحياة الفطرية,250939008444,3 سنة,,-54,فرص - لم يتم ترشيحها,11-Sep-25,14-Sep-25,27-Sep-25,الأنشطة الطبية,,,,,,,,,,,,,,,,,,,,,
